pickup_datetime,dropoff_datetime,trip_distance,passenger_count,payment_amount,duration
12/01/16 13:48,12/01/16 14:09,4.5,2,21.95,21
12/01/16 13:48,12/01/16 13:58,2.16,1,10.3,10
12/01/16 13:49,12/01/16 14:13,3.02,2,17.3,24
12/01/16 13:50,12/01/16 14:09,2.54,3,15.3,19
12/01/16 13:50,12/01/16 14:18,4.42,1,26,28
12/01/16 13:50,12/01/16 14:09,1.3,1,15.35,19
12/01/16 13:51,12/01/16 14:02,1.8,2,11.8,11
12/01/16 13:51,12/01/16 13:55,0.77,1,7.54,4
12/01/16 13:51,12/01/16 14:12,0.93,1,16.56,21
12/01/16 13:51,12/01/16 14:08,2,2,13.3,17
12/01/16 13:52,12/01/16 13:58,0.71,2,6.3,6
12/01/16 13:52,12/01/16 14:00,3.1,1,14.15,8
12/01/16 13:53,12/01/16 14:00,1.27,1,7.3,7
12/01/16 13:53,12/01/16 14:07,1.87,2,13.56,14
12/01/16 13:53,12/01/16 14:08,1,1,10.8,15
12/01/16 13:54,12/01/16 14:04,0.82,1,8.3,10
12/01/16 13:55,12/01/16 14:10,1.8,1,14.75,15
12/01/16 13:55,12/01/16 14:05,1.21,1,8.3,10
12/01/16 13:56,12/01/16 14:04,1.26,1,8.8,8
12/01/16 13:56,12/01/16 14:03,1.4,1,7.8,7
12/01/16 13:56,12/01/16 14:09,2.3,1,11.8,13
12/01/16 13:57,12/01/16 14:07,0.8,1,9.75,10
12/01/16 13:58,12/01/16 14:12,2.03,1,14.16,14
12/01/16 13:58,12/01/16 14:03,0.95,1,6.3,5
12/01/16 13:59,12/01/16 14:18,2.34,1,16.3,19
12/01/16 13:59,12/01/16 14:07,0.7,1,8.75,8
12/01/16 14:00,12/01/16 14:11,0.8,1,10.7,11
12/01/16 14:00,12/01/16 14:09,1.3,1,10.55,9
12/01/16 14:01,12/01/16 14:24,2.8,2,21,23
12/01/16 14:01,12/01/16 14:09,1.3,1,10.35,8
12/01/16 14:01,12/01/16 14:29,10.7,1,44.67,28
12/01/16 14:02,12/01/16 14:10,1.6,1,8.8,8
12/01/16 14:02,12/01/16 14:40,7.5,1,34.8,38
12/01/16 14:02,12/01/16 14:24,2.2,2,15.3,22
12/01/16 14:02,12/01/16 14:11,1.18,3,8.3,9
12/01/16 14:03,12/01/16 14:13,1.31,2,10.3,10
12/01/16 14:03,12/01/16 14:19,4.93,1,18.3,16
12/01/16 14:04,12/01/16 14:10,0.65,1,7.62,6
12/01/16 14:04,12/01/16 14:42,15.3,1,63.34,38
12/01/16 14:04,12/01/16 14:14,1.3,3,10.3,10
12/01/16 14:05,12/01/16 14:13,0.7,1,6.8,8
12/01/16 14:06,12/01/16 14:29,2.7,1,20.15,23
12/01/16 14:06,12/01/16 14:27,2.16,3,17.8,21
12/01/16 14:06,12/01/16 14:16,1.3,1,10.55,10
12/01/16 14:07,12/01/16 14:11,0.82,1,6.96,4
12/01/16 14:07,12/01/16 14:18,1.2,1,11.76,11
12/01/16 14:08,12/01/16 14:23,2,1,12.3,15
12/01/16 14:08,12/01/16 14:18,1.74,2,8.8,10
12/01/16 14:08,12/01/16 14:22,2.56,1,12.3,14
12/01/16 14:09,12/01/16 14:18,1.3,1,10.56,9
12/01/16 14:09,12/01/16 14:25,1.24,1,11.8,16
12/01/16 14:09,12/01/16 14:17,0.72,1,8.3,8
12/01/16 14:10,12/01/16 14:22,2.8,1,12.3,12
12/01/16 14:10,12/01/16 14:24,3.25,1,14.3,14
12/01/16 14:11,12/01/16 14:20,0.6,1,7.3,9
12/01/16 14:11,12/01/16 14:40,16,1,66.34,29
12/01/16 14:11,12/01/16 14:25,1.86,1,10.8,14
12/01/16 14:12,12/01/16 14:19,1.1,2,8.76,7
12/01/16 14:12,12/01/16 14:32,1.9,4,16,20
12/01/16 14:13,12/01/16 14:17,0.61,1,7.54,4
12/01/16 14:13,12/01/16 14:20,0.9,2,9.12,7
12/01/16 14:13,12/01/16 14:17,0.85,4,5.3,4
12/01/16 14:14,12/01/16 14:22,1.7,1,10.55,8
12/01/16 14:15,12/01/16 14:20,1.18,2,6.8,5
12/01/16 14:16,12/01/16 14:25,1.2,2,8.8,9
12/01/16 14:16,12/01/16 14:25,1,1,10.35,9
12/01/16 14:16,12/01/16 14:45,2.64,1,19.3,29
12/01/16 14:17,12/01/16 14:26,1.1,1,9.96,9
12/01/16 14:17,12/01/16 14:34,1.74,2,14.76,17
12/01/16 14:18,12/01/16 14:45,3.4,2,22.88,27
12/01/16 14:18,12/01/16 14:26,1.9,1,8.8,8
12/01/16 14:19,12/01/16 14:28,1,1,8.3,9
12/01/16 14:19,12/01/16 14:30,3.3,1,15.35,11
12/01/16 14:19,12/01/16 14:38,5.9,1,42.6,19
12/01/16 14:20,12/01/16 14:25,0.75,1,5.8,5
12/01/16 14:20,12/01/16 14:30,1.1,1,9.8,10
12/01/16 14:20,12/01/16 14:38,2.5,1,12.8,18
12/01/16 14:21,12/01/16 14:32,1.9,1,10.3,11
12/01/16 14:21,12/01/16 14:50,4.5,1,25.55,29
12/01/16 14:21,12/01/16 14:33,1.3,1,8.8,12
12/01/16 14:22,12/01/16 14:30,0.83,1,7.8,8
12/01/16 14:22,12/01/16 14:50,9.9,1,45.39,28
12/01/16 14:22,12/01/16 14:30,1.22,1,9.36,8
12/01/16 14:23,12/01/16 14:37,1.6,2,10.8,14
12/01/16 14:24,12/01/16 14:32,1.23,1,8.3,8
12/01/16 14:24,12/01/16 15:04,17.63,1,58.34,40
12/01/16 14:24,12/01/16 14:31,0.8,1,7.8,7
12/01/16 14:25,12/01/16 14:39,1.72,4,13.3,14
12/01/16 14:25,12/01/16 14:41,5.8,1,23.76,16
12/01/16 14:26,12/01/16 14:33,1.1,1,7.3,7
12/01/16 14:26,12/01/16 14:54,5.4,1,22.8,28
12/01/16 14:26,12/01/16 14:32,0.66,1,7.56,6
12/01/16 14:27,12/01/16 14:42,2.62,3,12.8,15
12/01/16 14:27,12/01/16 15:51,11,1,66.8,84
12/01/16 14:28,12/01/16 14:38,2,1,12.35,10
12/01/16 14:29,12/01/16 14:46,1.65,1,12.8,17
12/01/16 14:29,12/01/16 14:36,1.2,1,8.75,7
12/01/16 14:29,12/01/16 14:56,3.64,1,18.8,27
12/01/16 14:30,12/01/16 15:11,16.7,1,58.84,41
12/01/16 14:30,12/01/16 14:36,0.9,1,8.75,6
12/01/16 14:30,12/01/16 14:39,1.68,3,9.3,9
12/01/16 14:31,12/01/16 14:37,0.7,1,6.8,6
12/01/16 14:31,12/01/16 14:49,6.78,1,27.36,18
12/01/16 14:31,12/01/16 14:42,1.4,2,11.6,11
12/01/16 14:32,12/01/16 14:40,1,1,7.3,8
12/01/16 14:33,12/01/16 14:45,1.77,2,9.8,12
12/01/16 14:34,12/01/16 14:48,2.02,2,14.75,14
12/01/16 14:34,12/01/16 14:42,0.89,1,8.76,8
12/01/16 14:34,12/01/16 14:51,1.8,1,14.76,17
12/01/16 14:35,12/01/16 14:47,1.99,2,10.8,12
12/01/16 14:35,12/01/16 14:56,3,1,15.3,21
12/01/16 14:35,12/01/16 14:45,2,1,10.8,10
12/01/16 14:36,12/01/16 14:44,1.21,2,9.3,8
12/01/16 14:36,12/01/16 14:50,1.51,1,12.96,14
12/01/16 14:36,12/01/16 14:50,3.37,1,13.8,14
12/01/16 14:37,12/01/16 14:55,2.24,1,13.8,18
12/01/16 14:37,12/01/16 14:58,7.37,1,24.8,21
12/01/16 14:38,12/01/16 14:50,2.2,2,13.5,12
12/01/16 14:38,12/01/16 14:46,1.4,1,8.3,8
12/01/16 14:39,12/01/16 14:56,1.8,1,14.72,17
12/01/16 14:39,12/01/16 14:51,1.36,2,11.76,12
12/01/16 14:39,12/01/16 14:47,0.8,1,8.8,8
12/01/16 14:39,12/01/16 14:50,1.7,2,11.76,11
12/01/16 14:40,12/01/16 14:50,1.3,1,9.3,10
12/01/16 14:40,12/01/16 14:49,1.2,1,9.35,9
12/01/16 14:41,12/01/16 14:49,0.94,1,7.8,8
12/01/16 14:41,12/01/16 15:09,16.47,1,70.01,28
12/01/16 14:41,12/01/16 14:53,1.4,3,9.8,12
12/01/16 14:42,12/01/16 15:32,18.13,1,58.34,50
12/01/16 14:42,12/01/16 14:51,0.7,2,7.8,9
12/01/16 14:42,12/01/16 14:50,0.92,1,8.76,8
12/01/16 14:43,12/01/16 14:59,2.39,1,14.63,16
12/01/16 14:43,12/01/16 14:48,1.05,1,8.76,5
12/01/16 14:43,12/01/16 14:51,1.28,1,8.8,8
12/01/16 14:43,12/01/16 14:52,1.1,1,8.3,9
12/01/16 14:44,12/01/16 15:17,10.6,1,49,33
12/01/16 14:44,12/01/16 14:48,0.8,1,6.8,4
12/01/16 14:44,12/01/16 14:56,1.21,1,9.8,12
12/01/16 14:45,12/01/16 14:59,2.09,4,11.3,14
12/01/16 14:45,12/01/16 15:04,2.95,1,14.8,19
12/01/16 14:45,12/01/16 15:29,10.09,1,44.76,44
12/01/16 14:46,12/01/16 14:51,0.9,1,6.3,5
12/01/16 14:46,12/01/16 14:52,0.98,1,8.5,6
12/01/16 14:46,12/01/16 14:51,1,1,6.3,5
12/01/16 14:47,12/01/16 15:15,3.5,1,19.8,28
12/01/16 14:47,12/01/16 14:53,0.6,1,8.15,6
12/01/16 14:47,12/01/16 15:08,0.9,1,9.3,21
12/01/16 14:48,12/01/16 15:07,2.7,1,16.8,19
12/01/16 14:48,12/01/16 15:05,2.6,2,13.8,17
12/01/16 14:48,12/01/16 15:03,4.71,2,18.3,15
12/01/16 14:49,12/01/16 14:58,1,1,10.35,9
12/01/16 14:49,12/01/16 15:10,2.9,1,15.3,21
12/01/16 14:50,12/01/16 15:03,1.31,4,11.8,13
12/01/16 14:50,12/01/16 14:57,0.8,1,8,7
12/01/16 14:51,12/01/16 15:07,1.6,2,11.8,16
12/01/16 14:51,12/01/16 15:17,10.39,1,45.41,26
12/01/16 14:51,12/01/16 14:59,2.03,1,8.8,8
12/01/16 14:52,12/01/16 14:58,1.03,1,6.8,6
12/01/16 14:52,12/01/16 14:59,1.74,1,10.56,7
12/01/16 14:52,12/01/16 15:03,1.13,1,10.3,11
12/01/16 14:53,12/01/16 15:12,2.11,2,14.3,19
12/01/16 14:53,12/01/16 15:27,10.37,1,40.84,34
12/01/16 14:54,12/01/16 15:09,2.8,1,15.35,15
12/01/16 14:54,12/01/16 15:06,1.04,1,9.3,12
12/01/16 14:54,12/01/16 15:37,18.9,1,58.34,43
12/01/16 14:54,12/01/16 14:58,0.6,1,8.8,4
12/01/16 14:55,12/01/16 15:02,0.9,1,8.75,7
12/01/16 14:55,12/01/16 15:07,1,1,11,12
12/01/16 14:55,12/01/16 15:11,1.1,1,13.3,16
12/01/16 14:56,12/01/16 15:00,0.75,1,6.96,4
12/01/16 14:56,12/01/16 15:03,0.55,1,6.8,7
12/01/16 14:56,12/01/16 15:10,0.7,1,16.3,14
12/01/16 14:57,12/01/16 15:45,18.67,2,70.01,48
12/01/16 14:57,12/01/16 15:02,0.53,1,6.3,5
12/01/16 14:57,12/01/16 15:07,0.8,1,8.4,10
12/01/16 14:58,12/01/16 15:14,1.5,2,11.8,16
12/01/16 14:58,12/01/16 15:15,1.8,1,12.8,17
12/01/16 14:58,12/01/16 15:09,1.34,1,9.3,11
12/01/16 14:59,12/01/16 15:10,0.95,1,9.3,11
12/01/16 14:59,12/01/16 15:17,2.2,2,13.8,18
12/01/16 14:59,12/01/16 15:05,1,1,6.3,6
12/01/16 15:00,12/01/16 15:15,1.8,1,13.8,15
12/01/16 15:00,12/01/16 15:11,1.1,2,11.16,11
12/01/16 15:01,12/01/16 15:21,3.6,1,19.8,20
12/01/16 15:01,12/01/16 15:12,1.6,1,9.8,11
12/01/16 15:01,12/01/16 15:15,1.55,1,12.36,14
12/01/16 15:02,12/01/16 15:35,6,1,26.8,33
12/01/16 15:02,12/01/16 15:13,1.61,1,10.3,11
12/01/16 15:02,12/01/16 15:20,3.3,1,18.8,18
12/01/16 15:02,12/01/16 15:08,0.67,1,7.88,6
12/01/16 15:03,12/01/16 15:11,1.3,1,9.8,8
12/01/16 15:03,12/01/16 15:08,0.8,1,6.95,5
12/01/16 15:04,12/01/16 15:20,2.24,1,14.76,16
12/01/16 15:04,12/01/16 15:19,1.95,1,14.16,15
12/01/16 15:04,12/01/16 15:25,2,1,17.15,21
12/01/16 15:05,12/01/16 15:19,2.1,1,12.8,14
12/01/16 15:05,12/01/16 15:19,1.6,1,12.95,14
12/01/16 15:06,12/01/16 15:12,0.73,1,7.3,6
12/01/16 15:06,12/01/16 15:41,4.51,1,23.8,35
12/01/16 15:06,12/01/16 15:20,2.02,1,12.96,14
12/01/16 15:06,12/01/16 15:14,1,1,7.8,8
12/01/16 15:07,12/01/16 15:11,0.99,1,7.54,4
12/01/16 15:08,12/01/16 15:19,1.51,1,10.8,11
12/01/16 15:08,12/01/16 15:19,1.7,1,11.75,11
12/01/16 15:08,12/01/16 15:16,0.62,1,7.8,8
12/01/16 15:08,12/01/16 15:17,2,1,9.8,9
12/01/16 15:09,12/01/16 15:53,11.66,1,49.12,44
12/01/16 15:09,12/01/16 15:17,1.22,2,9.36,8
12/01/16 15:10,12/01/16 15:29,1.9,1,13.8,19
12/01/16 15:10,12/01/16 15:20,1.6,1,11.15,10
12/01/16 15:10,12/01/16 15:24,2.43,1,13.8,14
12/01/16 15:11,12/01/16 15:33,2.6,1,20.5,22
12/01/16 15:11,12/01/16 15:24,1.55,1,11.3,13
12/01/16 15:11,12/01/16 15:24,1.59,2,12.96,13
12/01/16 15:12,12/01/16 15:17,0.7,1,6.3,5
12/01/16 15:12,12/01/16 15:20,1.12,1,7.8,8
12/01/16 15:13,12/01/16 15:30,1.5,1,15.35,17
12/01/16 15:13,12/01/16 15:18,1,1,6.3,5
12/01/16 15:13,12/01/16 15:22,0.9,1,9.35,9
12/01/16 15:14,12/01/16 15:23,0.9,4,9.96,9
12/01/16 15:14,12/01/16 15:23,2,1,10.5,9
12/01/16 15:14,12/01/16 15:25,2.04,1,10.3,11
12/01/16 15:14,12/01/16 15:18,0.87,1,6.96,4
12/01/16 15:15,12/01/16 15:24,1.1,1,9.95,9
12/01/16 15:15,12/01/16 15:19,0.6,1,6.6,4
12/01/16 15:15,12/01/16 16:06,21.1,1,58.34,51
12/01/16 15:16,12/01/16 15:24,0.76,1,8.76,8
12/01/16 15:16,12/01/16 15:27,2.9,1,12.3,11
12/01/16 15:16,12/01/16 15:30,2.7,2,15,14
12/01/16 15:17,12/01/16 15:56,6.4,1,22.3,39
12/01/16 15:17,12/01/16 15:22,0.8,1,6.3,5
12/01/16 15:17,12/01/16 15:36,2.5,1,13.8,19
12/01/16 15:18,12/01/16 15:46,2.1,2,17.8,28
12/01/16 15:18,12/01/16 15:50,10.4,2,50.42,32
12/01/16 15:19,12/01/16 15:29,1.5,1,11.15,10
12/01/16 15:19,12/01/16 15:43,3.6,2,21.35,24
12/01/16 15:19,12/01/16 15:31,2,1,10.8,12
12/01/16 15:20,12/01/16 15:26,0.66,1,7.56,6
12/01/16 15:20,12/01/16 15:33,1.8,2,10.3,13
12/01/16 15:21,12/01/16 15:31,1.68,1,11.3,10
12/01/16 15:21,12/01/16 15:31,0.66,3,9.96,10
12/01/16 15:22,12/01/16 15:28,0.8,1,6.8,6
12/01/16 15:22,12/01/16 15:44,2.7,1,18.95,22
12/01/16 15:23,12/01/16 15:39,2.4,1,15.95,16
12/01/16 15:23,12/01/16 15:41,2.53,2,16.56,18
12/01/16 15:23,12/01/16 15:27,0.6,2,6.36,4
12/01/16 15:24,12/01/16 15:36,1.37,1,10.3,12
12/01/16 15:24,12/01/16 15:36,0.9,4,11.75,12
12/01/16 15:24,12/01/16 15:36,1.53,1,11.33,12
12/01/16 15:25,12/01/16 15:29,0.68,1,5.8,4
12/01/16 15:25,12/01/16 16:17,19.3,2,63.34,52
12/01/16 15:26,12/01/16 15:35,1.2,1,8.8,9
12/01/16 15:26,12/01/16 15:33,0.7,1,6.8,7
12/01/16 15:26,12/01/16 15:33,1.44,1,10.38,7
12/01/16 15:27,12/01/16 15:44,1.98,1,12.8,17
12/01/16 15:27,12/01/16 15:34,0.93,1,7.3,7
12/01/16 15:27,12/01/16 15:46,2.94,2,15.8,19
12/01/16 15:28,12/01/16 15:42,2.1,1,11.8,14
12/01/16 15:28,12/01/16 16:00,11.94,1,52.3,32
12/01/16 15:28,12/01/16 15:32,0.6,1,6.35,4
12/01/16 15:29,12/01/16 15:53,7.41,2,32.89,24
12/01/16 15:29,12/01/16 15:37,0.88,2,8.76,8
12/01/16 15:29,12/01/16 15:34,0.71,1,7.88,5
12/01/16 15:30,12/01/16 15:53,5.02,1,21.3,23
12/01/16 15:30,12/01/16 15:46,1.61,1,12.3,16
12/01/16 15:30,12/01/16 15:37,0.8,1,8.5,7
12/01/16 15:31,12/01/16 15:35,1.1,1,6.8,4
12/01/16 15:31,12/01/16 15:43,1.2,1,9.3,12
12/01/16 15:32,12/01/16 15:50,2.5,1,13.8,18
12/01/16 15:32,12/01/16 15:47,1.76,1,14.75,15
12/01/16 15:33,12/01/16 15:55,3.3,2,20.76,22
12/01/16 15:34,12/01/16 15:45,1.6,1,12.7,11
12/01/16 15:34,12/01/16 15:54,1.91,1,17.16,20
12/01/16 15:35,12/01/16 15:45,1.21,1,8.8,10
12/01/16 15:35,12/01/16 15:42,2.18,1,9.3,7
12/01/16 15:36,12/01/16 15:46,1.9,1,9.8,10
12/01/16 15:36,12/01/16 15:46,1.4,1,9.3,10
12/01/16 15:36,12/01/16 15:49,1.5,1,9.8,13
12/01/16 15:36,12/01/16 15:42,0.9,1,6.3,6
12/01/16 15:37,12/01/16 15:44,0.73,1,7.8,7
12/01/16 15:38,12/01/16 15:51,2.7,1,11.3,13
12/01/16 15:38,12/01/16 15:56,1.55,1,15.36,18
12/01/16 15:38,12/01/16 15:43,0.81,1,6.3,5
12/01/16 15:39,12/01/16 16:01,3.9,1,22.25,22
12/01/16 15:39,12/01/16 15:57,2,1,17.3,18
12/01/16 15:39,12/01/16 15:45,1,1,6.3,6
12/01/16 15:40,12/01/16 16:12,4.6,1,22.8,32
12/01/16 15:40,12/01/16 15:56,2.4,2,14,16
12/01/16 15:40,12/01/16 15:53,1.3,1,9.8,13
12/01/16 15:40,12/01/16 16:03,2.84,1,15.3,23
12/01/16 15:41,12/01/16 15:49,1.32,1,9.3,8
12/01/16 15:41,12/01/16 15:57,3.3,1,17.15,16
12/01/16 15:42,12/01/16 15:48,1.7,1,7.8,6
12/01/16 15:42,12/01/16 15:48,1,1,8.8,6
12/01/16 15:42,12/01/16 15:50,0.65,2,8.76,8
12/01/16 15:43,12/01/16 16:04,4.8,1,19.3,21
12/01/16 15:44,12/01/16 16:02,2.11,1,9.8,18
12/01/16 15:44,12/01/16 15:53,1.8,1,9.3,9
12/01/16 15:44,12/01/16 16:00,2,1,12.3,16
12/01/16 15:45,12/01/16 16:25,11.51,1,37.3,40
12/01/16 15:45,12/01/16 16:35,18.28,1,61.84,50
12/01/16 15:46,12/01/16 15:57,1.5,1,9.8,11
12/01/16 15:47,12/01/16 16:10,2.2,1,17,23
12/01/16 15:47,12/01/16 15:58,1.68,1,11.76,11
12/01/16 15:47,12/01/16 15:54,0.68,2,6.8,7
12/01/16 15:48,12/01/16 16:03,1.9,1,13.8,15
12/01/16 15:48,12/01/16 16:07,4,1,19.55,19
12/01/16 15:48,12/01/16 16:01,1.46,1,12.36,13
12/01/16 15:49,12/01/16 16:15,16.3,1,97,26
12/01/16 15:50,12/01/16 16:05,1.3,1,14.15,15
12/01/16 15:51,12/01/16 16:24,10.8,1,35.8,33
12/01/16 15:51,12/01/16 16:01,1.4,1,10.8,10
12/01/16 15:51,12/01/16 16:00,1.05,1,8.8,9
12/01/16 15:51,12/01/16 16:04,1.6,1,11.8,13
12/01/16 15:52,12/01/16 16:15,7.7,2,27.3,23
12/01/16 15:52,12/01/16 16:03,2.2,1,12.35,11
12/01/16 15:52,12/01/16 16:19,2.5,2,22.85,27
12/01/16 15:53,12/01/16 16:10,2.19,1,14.3,17
12/01/16 15:54,12/01/16 16:14,3.8,1,16.8,20
12/01/16 15:54,12/01/16 16:04,1.27,1,10.56,10
12/01/16 15:55,12/01/16 16:06,1.7,1,10.8,11
12/01/16 15:55,12/01/16 16:13,2.5,1,16.8,18
12/01/16 15:56,12/01/16 16:08,1.52,2,10.3,12
12/01/16 15:56,12/01/16 16:01,0.64,1,6.8,5
12/01/16 15:56,12/01/16 16:45,11.1,1,56.2,49
12/01/16 15:57,12/01/16 16:03,0.6,1,7.3,6
12/01/16 15:57,12/01/16 16:17,2.6,1,17.8,20
12/01/16 15:58,12/01/16 16:20,2.31,1,18.36,22
12/01/16 15:58,12/01/16 16:08,2.2,1,11.3,10
12/01/16 15:58,12/01/16 16:04,0.6,1,6.8,6
12/01/16 15:59,12/01/16 16:15,2.2,1,12.8,16
12/01/16 16:00,12/01/16 16:19,4.83,2,22.8,19
12/01/16 16:00,12/01/16 16:12,1.7,2,12.3,12
12/01/16 16:00,12/01/16 16:07,1.21,1,9.36,7
12/01/16 16:01,12/01/16 16:08,0.6,1,7.8,7
12/01/16 16:01,12/01/16 16:05,0.53,2,7.56,4
12/01/16 16:01,12/01/16 16:23,2.6,1,18.95,22
12/01/16 16:02,12/01/16 16:14,1.8,1,10.3,12
12/01/16 16:02,12/01/16 16:14,0.8,1,11.5,12
12/01/16 16:03,12/01/16 16:17,1.77,1,12.3,14
12/01/16 16:03,12/01/16 16:12,0.8,1,9.95,9
12/01/16 16:03,12/01/16 16:42,13.1,1,55,39
12/01/16 16:04,12/01/16 16:11,1.89,1,12.25,7
12/01/16 16:04,12/01/16 16:27,7.45,4,37.61,23
12/01/16 16:05,12/01/16 16:10,1,1,9.35,5
12/01/16 16:05,12/01/16 16:23,3,2,19.12,18
12/01/16 16:05,12/01/16 16:19,2.3,1,14.15,14
12/01/16 16:05,12/01/16 16:30,4.47,1,23.3,25
12/01/16 16:06,12/01/16 16:36,5.6,2,28.56,30
12/01/16 16:06,12/01/16 16:20,1.5,1,11.8,14
12/01/16 16:07,12/01/16 16:13,0.98,2,8.8,6
12/01/16 16:07,12/01/16 16:54,19.28,1,70.01,47
12/01/16 16:07,12/01/16 16:18,1.3,1,12.36,11
12/01/16 16:08,12/01/16 16:15,1.2,1,8.8,7
12/01/16 16:08,12/01/16 16:24,3.28,1,18.36,16
12/01/16 16:09,12/01/16 16:15,1.2,2,8.3,6
12/01/16 16:09,12/01/16 16:15,1.06,1,9.36,6
12/01/16 16:10,12/01/16 17:34,18.17,1,68.64,84
12/01/16 16:10,12/01/16 16:32,4.8,1,21.8,22
12/01/16 16:10,12/01/16 16:34,3.2,2,19.3,24
12/01/16 16:11,12/01/16 16:19,1.01,1,10.56,8
12/01/16 16:11,12/01/16 16:15,0.7,1,8.15,4
12/01/16 16:11,12/01/16 16:22,1.5,2,12.88,11
12/01/16 16:11,12/01/16 16:54,10.26,1,41.84,43
12/01/16 16:12,12/01/16 16:29,2.26,4,18.3,17
12/01/16 16:12,12/01/16 16:18,0.62,1,7.3,6
12/01/16 16:13,12/01/16 16:20,0.99,1,10.38,7
12/01/16 16:13,12/01/16 16:30,2,1,13.8,17
12/01/16 16:13,12/01/16 16:30,2.4,2,17.15,17
12/01/16 16:14,12/01/16 16:33,2.87,1,16.3,19
12/01/16 16:14,12/01/16 16:26,1.7,2,13.55,12
12/01/16 16:14,12/01/16 16:39,10.36,3,45.41,25
12/01/16 16:15,12/01/16 16:48,7.4,1,34.8,33
12/01/16 16:15,12/01/16 16:25,1.7,1,11.3,10
12/01/16 16:16,12/01/16 16:54,10.7,1,48.34,38
12/01/16 16:16,12/01/16 16:31,2.3,3,16.62,15
12/01/16 16:16,12/01/16 16:57,12.26,1,42.8,41
12/01/16 16:17,12/01/16 16:32,1.5,1,14.75,15
12/01/16 16:17,12/01/16 16:25,1.32,1,8.8,8
12/01/16 16:18,12/01/16 16:32,1.53,2,14.16,14
12/01/16 16:18,12/01/16 16:23,0.9,1,8.3,5
12/01/16 16:19,12/01/16 16:35,3,1,18.3,16
12/01/16 16:20,12/01/16 16:56,18.1,4,90.3,36
12/01/16 16:20,12/01/16 16:34,1.95,2,14.76,14
12/01/16 16:20,12/01/16 16:27,0.8,1,8.3,7
12/01/16 16:21,12/01/16 16:28,1.32,1,10.56,7
12/01/16 16:21,12/01/16 16:26,0.74,1,8.16,5
12/01/16 16:21,12/01/16 16:28,0.8,1,9.75,7
12/01/16 16:22,12/01/16 16:29,1.05,1,8.3,7
12/01/16 16:22,12/01/16 16:26,0.6,1,7.8,4
12/01/16 16:22,12/01/16 16:36,5.03,1,18.3,14
12/01/16 16:24,12/01/16 16:32,1.4,1,11.15,8
12/01/16 16:24,12/01/16 16:29,0.9,2,7.3,5
12/01/16 16:25,12/01/16 17:19,17.72,1,70.01,54
12/01/16 16:25,12/01/16 16:29,0.9,1,7.5,4
12/01/16 16:26,12/01/16 16:33,0.8,1,10.35,7
12/01/16 16:26,12/01/16 16:36,1.1,1,11.75,10
12/01/16 16:27,12/01/16 17:09,10.41,1,51.41,42
12/01/16 16:27,12/01/16 16:32,0.6,1,8.15,5
12/01/16 16:28,12/01/16 16:46,2.42,1,16.8,18
12/01/16 16:28,12/01/16 16:42,1.48,3,11.8,14
12/01/16 16:28,12/01/16 16:45,2.09,1,16.56,17
12/01/16 16:29,12/01/16 16:43,2.2,1,15.35,14
12/01/16 16:29,12/01/16 16:41,1.8,1,10.8,12
12/01/16 16:29,12/01/16 16:37,0.9,1,9.95,8
12/01/16 16:30,12/01/16 16:39,0.77,1,8.8,9
12/01/16 16:31,12/01/16 16:36,0.6,2,6.8,5
12/01/16 16:31,12/01/16 16:45,2.3,1,12.8,14
12/01/16 16:32,12/01/16 16:44,2.1,1,11.8,12
12/01/16 16:33,12/01/16 16:44,1.75,4,10.8,11
12/01/16 16:33,12/01/16 16:39,0.72,1,8.76,6
12/01/16 16:33,12/01/16 16:39,0.68,2,8.76,6
12/01/16 16:34,12/01/16 16:39,0.6,1,7.3,5
12/01/16 16:34,12/01/16 16:47,1.3,1,14.69,13
12/01/16 16:34,12/01/16 16:54,3.07,1,18.8,20
12/01/16 16:35,12/01/16 16:53,3.53,2,16.3,18
12/01/16 16:35,12/01/16 16:47,1.86,1,14.16,12
12/01/16 16:36,12/01/16 16:57,2.9,1,16.8,21
12/01/16 16:36,12/01/16 16:43,1.2,1,8.3,7
12/01/16 16:36,12/01/16 16:46,1,1,9.3,10
12/01/16 16:37,12/01/16 16:49,1.4,1,12.96,12
12/01/16 16:37,12/01/16 16:43,0.73,1,7.3,6
12/01/16 16:38,12/01/16 16:57,2.72,1,20,19
12/01/16 16:38,12/01/16 16:43,0.9,2,7.3,5
12/01/16 16:38,12/01/16 16:49,2.7,1,15,11
12/01/16 16:38,12/01/16 17:12,6.37,2,26.8,34
12/01/16 16:39,12/01/16 16:58,1.7,2,17.15,19
12/01/16 16:39,12/01/16 16:56,1.7,2,15.95,17
12/01/16 16:40,12/01/16 16:49,1.34,1,11.76,9
12/01/16 16:40,12/01/16 16:48,1,2,8.3,8
12/01/16 16:40,12/01/16 16:50,3.24,2,16.56,10
12/01/16 16:41,12/01/16 16:55,2.35,1,12.8,14
12/01/16 16:41,12/01/16 16:57,1.83,1,17.29,16
12/01/16 16:42,12/01/16 17:21,10.1,1,48.99,39
12/01/16 16:42,12/01/16 17:00,2.54,1,18.36,18
12/01/16 16:43,12/01/16 16:55,1.43,1,12.96,12
12/01/16 16:43,12/01/16 16:52,1.5,2,11,9
12/01/16 16:43,12/01/16 16:58,0.74,1,12.8,15
12/01/16 16:44,12/01/16 16:59,1.41,1,12.3,15
